title,price,rating,reviews,availability,Category
"Samsung 8 kg, 5 star, Eco Bubble Tech, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA80BG4441BGTL, Light Gray)","₹19,490.00",4.2 stars,"26,500 ratings",In stock,amazon_washing machine_data
ionstar 7.5 KG 2025 Hydro Wash Series | Semi-Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Wheels | Grey,"₹6,890.00",5.0 out of 5 stars,8 ratings,In stock,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
"SeMi Automatic Folding 2kg Small MiNi Washing Machine with Dryer Powered DeEp Cleaning for Underwear Washing Machine Cleaner SeMi Automatic Home, Room Traveling","₹1,499.00",1.0 out of 5 stars,2 ratings,In stock,amazon_washing machine_data
"LG 7 Kg, 5 Star, Direct Drive Technology, Steam Wash, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1207Z2M, Allergy Care, In-Built Heater, Touch Panel, Middle Black)","₹27,990.00",4.2 out of 5 stars,"4,102 ratings",Not Available,amazon_washing machine_data
"Samsung 7 kg, Eco Bubble Technology, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4441YYTL, Lavender Gray)","₹17,490.00",4.2 stars,"7,299 ratings",In stock,amazon_washing machine_data
"LG 8 Kg, 5 Star, Wi-Fi, Direct Drive Technology, Steam Wash, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1208Z4M, Allergy Care, In-Built Heater, Touch Panel, Middle Black)","₹34,990.00",4.2 stars,"4,102 ratings",Only 2 left in stock.,amazon_washing machine_data
Whirlpool 6.5 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey (MAGIC CLEAN 6.5 GENX GREY 5YrMW),"₹13,990.00",4.1 stars,"1,210 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Panasonic 8 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine (NA-148MH2L01, 2024 Model, Dark Silver, Steam, Drynamic Spin)","₹28,990.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"Bosch 8 kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ2826BIN, Shiny Silver, AI active water plus, In-Built Heater)","₹33,990.00",4.1 stars,"3,493 ratings",In stock,amazon_washing machine_data
"LG 8.5 kg 5 Star Semi-Automatic Top Load Washing Machine (P8530SRAZ, Burgundy, Roller Jet Pulsator)","₹14,490.00",4.3 stars,"4,646 ratings",In stock,amazon_washing machine_data
"Power Guard 6.5 kg 5 Star Semi-Automatic Top Loading Washing Machine Appliance (PG65WM-Bk-OP, Black, Powerful Motor,Effective Wash Pulsator,1350 RPM & Castors)","₹6,490.00",4.3 stars,386 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 7.5 kg Semi-automatic top load washing machine (WST75UC/BRSSWH2PTD, Burgundy, Pulsator Wash Method, Washer Only)","₹9,590.00",3.3 out of 5 stars,55 ratings,Not Available,amazon_washing machine_data
"Panasonic 7 Kg 5 Star Fully-Automatic Top Load Washing Machine (2025 Model, NA-F70LF4CRB, Charcoal Inox Grey, 12 Wash Program, Active Foam Wash Technology, Antibacterial Water Inlet)","₹14,790.00",4.3 out of 5 stars,"1,014 ratings",In stock,amazon_washing machine_data
"ROMINO 0.8Kg Portable Mini Washing Machine, Foldable Washing Machine Top Load Fully Automatic with 3 Modes Spinner and Dryer, Semi Automatic Bucket Washer for Travel, Home, Baby Clothes (Multi)","₹1,999.00",4.9 out of 5 stars,32 ratings,In stock,amazon_washing machine_data
"Samsung 6.5 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT65R2200LL/TL, Air Turbo Drying, LIGHT GRAY)","₹9,490.00",4.3 stars,"1,259 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"Samsung 9 kg, 5 star, Eco Bubble Technology, Wi-Fi, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA90BG4542BDTL, Versailles Gray)","₹23,990.00",4.2 stars,"24,922 ratings",In stock,amazon_washing machine_data
Hilton Electric 3 kg Single-Tub Washing Machine with Spin Dryer Portable Single Tub Washer - The Laundry Alternative Portable Clothes Washer Travel Washing Machine With Spin Dryer. (Blue),"₹4,940.00",3.6 out of 5 stars,"1,505 ratings",In stock,amazon_washing machine_data
"LG 8 Kg 5 Star Steam, Inverter Direct Drive Technology, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1208Z2W, Dial + Full Touch Buttons & LED Display, Essence White)","₹31,990.00",4.2 stars,"5,815 ratings",In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
NDP SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE ClOtHeS WaShEr,"₹1,699.00",1.7 out of 5 stars,163 ratings,In stock,amazon_washing machine_data
"Samsung 9 kg, 5 star, AI EcoBubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG5U24AXTL, Inox)","₹37,990.00",4.2 stars,"1,498 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 6.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTL6504UEA/OBS2P10 Eco-Series,Dark Grey, Pulsator wash and Double waterfall technology)","₹12,490.00",3.9 out of 5 stars,136 ratings,Not Available,amazon_washing machine_data
DMR-OW-75 Only Washer with 7.5Kg Washing Capacity and 1 Year Free Spare Supply Warranty. (Only Washer - No Spin dryer) (Black),"₹4,999.00",3.6 out of 5 stars,4 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
"Panasonic 7 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine with Built-In Heater (NA-147MH2L01, Dark Silver, 2024 Model)","₹26,490.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"IFB 7 Kg 5 Star with Deep Clean Technology Powered by AI, Fully Automatic Top Load Washing Machine (TL701MG1, ActivMix, Aqua Energie, Med Grey)","₹17,990.00",3.8 out of 5 stars,"1,366 ratings",In stock,amazon_washing machine_data
DMR 46-1218 (Red) Single Tub Top Load Portable Mini 4.6 Kgs Washing Machine with 2 kg Steel Dryer Basket,"₹5,794.00",3.6 out of 5 stars,"2,153 ratings",In stock,amazon_washing machine_data
"Samsung 7 kg, 5 star, Semi-Automatic Washing Machine (WT70M3000UU/TL, Air Turbo Drying, LIGHT GRAY)","₹10,490.00",4.3 stars,"6,792 ratings",In stock,amazon_washing machine_data
"Samsung 9 kg, 5 Star, AI Control, AI Ecobubble, Super Speed, Wi-Fi, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW90DG6U24ASTL, NAVY)","₹39,990.00",4.2 stars,"1,877 ratings",In stock,amazon_washing machine_data
Olly's SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE ClOtHeS WaShEr (H3),"₹1,499.00",1.7 out of 5 stars,131 ratings,In stock,amazon_washing machine_data
"Midea 6.5 kg Semi Automatic Top Load Washing Machine Maroon, White (MWMSA065PPG(MW))","₹6,990.00",4.3 stars,110 ratings,In stock,amazon_washing machine_data
"IFB 6 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (DIVA GXN 6010, Steam Refresh Program with Eco Inverter, Grey)","₹24,990.00",4.0 out of 5 stars,"3,635 ratings",In stock,amazon_washing machine_data
"IFB 7 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (SERENA SXN 7012, Steam Refresh Program with Eco Inverter, Rich Silver)","₹29,990.00",4.1 out of 5 stars,"2,455 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"Samsung 7 kg, 5 star, EcoBubble Technology, Hygiene Steam with Inbuilt Heater, Digital Inverter, Fully-Automatic Front Load Washing Machine (WW70R22EK0X/TL, INOX GRAY)","₹29,990.00",4.2 stars,"3,327 ratings",In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Samsung 9.5 Kg, 5 Star, Semi-Automatic Top Load Washing Machine (WT95A4260GD/TL, Air Turbo Drying, Dark Gray, Awarded as Washing Machine Brand of the year)","₹14,990.00",4.3 stars,"2,187 ratings",In stock,amazon_washing machine_data
"Bosch 9kg 5 Star Anti Stain & AI Active Water Plus Fully Automatic Front Load Washing Machine with Built in Heater (WGA1420TIN, Pretreatment & Steam with Anti Bacteria and 5 Star Inverter, Black Grey)","₹38,900.00",4.1 stars,"3,493 ratings",In stock,amazon_washing machine_data
"Haier 7 Kg 5 Star Semi Automatic Top Load Washing Machine with Anti Bacterial Cross Pulsator and Spray Function (HTW70-1187BTN, Anti Rat Mesh, Magic Filter, Castors, Burgundy)","₹9,490.00",4.0 out of 5 stars,231 ratings,Not Available,amazon_washing machine_data
ionstar 7 KG 2025 Hydro Wash Series | Semi-Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Wheels | Grey,"₹6,740.00",4.2 out of 5 stars,5 ratings,In stock,amazon_washing machine_data
VW 7.5 kg 5 Star Pure Wash with Toughened Glass Semi Automatic Top Load Washing Machine PureWash0075G (White),"₹7,299.00",5.0 out of 5 stars,1 rating,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star Zero Pressure Technology Fills Tub 60% Faster, Auto Balance system,Fully-Automatic Top Load Washing Machine(WTEON ALP 70 5.0 FDTN GPGR, Graphite Grey, Steel Drum)","₹13,990.00",4.4 stars,"1,520 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹9,490.00",4.2 out of 5 stars,"11,662 ratings",In stock,amazon_washing machine_data
"Voltas beko, A Tata Product 8.5 kg 5 Star Semi-Automatic Top Load Washing Machine With Double Water Fall technology (WTT85DBLG/FLRB5, Blue, Special Pulsator & 5 Knob Control Method)","₹11,290.00",4.3 stars,18 ratings,In stock,amazon_washing machine_data
VW 7.5 kg 5 Star Pure Wash with Toughened Glass Semi Automatic Top Load Washing Machine PureWash0075G (White),"₹7,299.00",5.0 out of 5 stars,1 rating,In stock,amazon_washing machine_data
"Bosch 9kg 5 Star Anti Stain & AI Active Water Plus Fully Automatic Front Load Washing Machine with Built in Heater (WGA14200IN, Pretreatment & Steam with Anti Bacteria and 5 Star Inverter, White)","₹35,990.00",4.1 stars,"3,493 ratings",In stock,amazon_washing machine_data
"IFB 9 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Executive SXN 9014K, Steam Refresh Program with Eco Inverter, Rich Silver)","₹37,990.00",4.1 out of 5 stars,698 ratings,In stock,amazon_washing machine_data
"LG 7 Kg, 5 Star, Direct Drive Technology, Steam Wash, 6 Motion DD, Smart Diagnosis, Fully-Automatic Front Load Washing Machine (FHM1207SDM, Allergy Care, In-Built Heater, Touch Panel, Middle Black)","₹28,990.00",4.2 stars,"4,102 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 6.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WTT65UNX/OK3I0I0W01, Blue, Pulsator wash technology)","₹8,100.00",4.4 stars,268 ratings,In stock,amazon_washing machine_data
"Godrej 7 Kg 5 Star, Active Soak Technology Semi-Automatic Top Load Washing Machine (WS EDGE CLS 70 5.0 PN2 GPGR, Graphite Grey, 460 W PowerMax Wash For Heavy Laundry Wash)","₹9,890.00",4.3 stars,517 ratings,In stock,amazon_washing machine_data
"Panasonic 6 Kg 5 Star Fully-Automatic Top Load Washing Machine ( NA-F60LF1HRB, Grey, Durable Metal Body, 8 Wash Program, Aquabeat wash technology, One touch smart wash, 2022 model)","₹13,490.00",4.2 out of 5 stars,"7,031 ratings",In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 8.5 GREY DAZZLE,2x Drying Power)","₹12,990.00",4.2 out of 5 stars,725 ratings,In stock,amazon_washing machine_data
"Panasonic 7 Kg Wifi Fully-Automatic Top Loading Smart Washing Machine (NA-F70CH4CRB, Charcoal Inox Grey, 2025 Model, Drynamic Spin)","₹17,490.00",4.2 out of 5 stars,373 ratings,In stock,amazon_washing machine_data
"Haier 7 Kg 5 Star Fully Automatic Top Load Washing Machine with Oceanus Wave Drum, Magic Filter, 8 Wash Programs (HWM70-AE, Moonlight Silver, Stainless Steel Drum, 15 Mins Quick Wash)","₹14,190.00",4.0 out of 5 stars,"1,140 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 10 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTL1006UEA/OBS1060, Grey, Double Waterfall Technology)","₹19,090.00",4.4 stars,13 ratings,In stock,amazon_washing machine_data
"LG 8 Kg 5 Star Smart Inverter Fully-Automatic Top Load Washing Machine (T80SKMB1Z, Middle Black, TurboDrum | Punch + 3)","₹18,990.00",4.1 out of 5 stars,"2,624 ratings",Not Available,amazon_washing machine_data
"Samsung 8 Kg, Eco Bubble Technology with Super Speed, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA80BG4545BYTL, Lavender Gray)","₹20,490.00",4.2 stars,"2,310 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 9 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WTT90UHA/OK5B1B1S23, Black, Pulsator Wash Method and Double waterfall technology)","₹12,190.00",4.3 stars,49 ratings,In stock,amazon_washing machine_data
"LG 11.5 kg, 5 Star, Roller Jet Pulsator with Soak, Wind Jet Dry Technology, Semi-Automatic Top Load Washing Machine (2025 Model, P115ASDAZ, Smart Filter & Rat Away feature)","₹18,889.00",4.2 stars,2 ratings,In stock,amazon_washing machine_data
"Bosch 7 kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ24209IN, Black, AI active water plus, In-Built Heater, BLDC Inverter motor, Steam)","₹30,990.00",4.4 stars,"3,707 ratings",In stock,amazon_washing machine_data
"Whirlpool 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 9.0 GREY DAZZLE,2x Drying Power)","₹13,990.00",4.1 out of 5 stars,242 ratings,In stock,amazon_washing machine_data
ionstar 7.5 KG 2025 Hydro Wash Series | Semi-Automatic Washing Machine | Magic Filter | Jet Pulsator | Air Dryer | Buzzer | Wheels | Grey,"₹6,890.00",5.0 out of 5 stars,8 ratings,In stock,amazon_washing machine_data
"Panasonic 8 kg 5 Star Inverter Fully Automatic Front Loading Washing Machine (NA-148MH2L01, 2024 Model, Dark Silver, Steam, Drynamic Spin)","₹28,990.00",4.4 out of 5 stars,80 ratings,In stock,amazon_washing machine_data
"SHARP 7.0 kg, 5 Star, Semi-Automatic Top Loading Washing Machine with E-Spin Pulsator I JAPAN QUALITY I 1300 RPM I Soft Fall Technology (Ruby Red, 7 Kg)","₹8,990.00",4.5 out of 5 stars,2 ratings,In stock,amazon_washing machine_data
"Bosch 7 kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ24209IN, Black, AI active water plus, In-Built Heater, BLDC Inverter motor, Steam)","₹30,990.00",4.4 stars,"3,707 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 8.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (WTT85UHA/OK5I0I0W01, Blue, Air Dry & Pulsator wash technology)","₹10,790.00",4.3 stars,119 ratings,In stock,amazon_washing machine_data
"Acer 10.0 Kg 5 Star Semi-Automatic Top Loading Washing Machine(AR10SAMBGL124D, Black-Grey, 4 Wash Programs, Hexa Flow Pulsator, Advanced Lint Filter)","₹10,999.00",3.7 out of 5 stars,10 ratings,In stock,amazon_washing machine_data
"Whirlpool 8 Kg 5 Star Inverter Front Load Fully Automatic Washing Machine with In-Built Heater (XS8014BYW52E, Crystal White, 100+ Tough Stains, Steam Technology, 6th Sense Soft Move)","₹28,990.00",4.1 stars,53 ratings,In stock,amazon_washing machine_data
"Samsung 7.5 Kg Inverter 5 Star Semi Automatic Top Load Washing Machine (WT75B3200RR/TL, Light Grey & Red Base, Air turbo drying)","₹11,490.00",4.3 stars,80 ratings,In stock,amazon_washing machine_data
"Samsung 8 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT80C4200GG/TL, Air Turbo Drying, Light Gray,)","₹12,990.00",4.3 stars,541 ratings,In stock,amazon_washing machine_data
"Panasonic 6.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (NA-W65L7ARB, Blue, Powerful Motor, Active Foam System, Effective Wash Pulsator,)","₹8,490.00",4.3 stars,"2,745 ratings",In stock,amazon_washing machine_data
"IFB 8 Kg 5 Star Powered by AI with 9 Swirl Wash, WiFi, Fully Automatic Front Load Washing Machine (Senator MBN 8012, Steam Refresh Program with Eco Inverter, Mocha)","₹33,490.00",4.0 out of 5 stars,"1,191 ratings",In stock,amazon_washing machine_data
"Panasonic 8 Kg Wifi Fully-Automatic Top Loading Smart Washing Machine (NA-F80CH3CRB, Charcoal Inox Grey, Drynamic Spin)","₹18,990.00",4.2 out of 5 stars,373 ratings,In stock,amazon_washing machine_data
Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,050.00",4.1 stars,"11,550 ratings",Only 2 left in stock.,amazon_washing machine_data
"LG 9 Kg 5 Star Inverter Fully-Automatic Top Load Washing Machine (THD09NPF, Middle Free Silver, AIDD Technology)","₹19,490.00",4.1 out of 5 stars,340 ratings,Not Available,amazon_washing machine_data
"Whirlpool 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 9.0 GREY DAZZLE,2x Drying Power)","₹13,990.00",4.1 out of 5 stars,242 ratings,In stock,amazon_washing machine_data
"IFB 11 Kg 5 Star with DeepClean® Technology Powered by AI, Fully Automatic Top Load Washing Machine (2025 Model, TL111IN3S, PowerSteam®, Inbuilt Heater, Aqua Energie, Inox)","₹34,290.00",Previous page,,In stock,amazon_washing machine_data
"Samsung 10.5 kg, 5 star, Semi-Automatic Top Load Washing Machine (WT10C4260GG/TL, Air Turbo Drying, Light Gray,)","₹15,490.00",4.3 stars,820 ratings,In stock,amazon_washing machine_data
"Godrej 8 Kg 5 Star Active Soak Technology Semi-Automatic Top Load Washing Machine (WSEDGE CLS 80 5.0 EN2 M CSGR, Crystal Grey, Wash Upto 8 King Size Bedsheets)","₹11,790.00",4.3 stars,205 ratings,In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 8 Kg 5 Star Semi-automatic Top Load Washing Machine with Double Waterfall Technology (WTT80UHA/OK5I0I0W01, Blue, 5 Knob Control Method)","₹10,290.00",4.4 stars,9 ratings,In stock,amazon_washing machine_data
"IFB 7.5 Kg 5 Star with DeepClean® Technology, AI Powered, Fully Automatic Top Load Washing Machine (2025 Model, TL751MS2S, PowerSteam®, Inbuilt Heater, Mystic Silver)","₹22,990.00",4.0 out of 5 stars,1 rating,In stock,amazon_washing machine_data
"IFB 6.5 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (ELENA GXN 6510, Steam Refresh Program with Eco Inverter, Grey)","₹25,990.00",4.1 out of 5 stars,"1,986 ratings",In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.1 out of 5 stars,283 ratings,In stock,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
"Whirlpool 6.5 Kg 5 Star Ace Supreme Semi-Automatic Top Loading Washing Machine (ACE SUPREME RYL SRS 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","₹8,990.00",4.3 stars,283 ratings,In stock,amazon_washing machine_data
"Godrej 7.5 Kg 5 Star Rollercoaster Wash Technology, Steel Drum Fully-Automatic Top Load Washing Machine (WTEON ALP 75 5.0 FDTN GPGR, Graphite Grey, Zero Pressure Tech Fills Tub 60% Faster)","₹15,590.00",4.4 stars,399 ratings,In stock,amazon_washing machine_data
"IFB 7.5 Kg 5 Star with DeepClean® Technology, AI Powered, Fully Automatic Top Load Washing Machine (2025 Model, TL751MS2S, PowerSteam®, Inbuilt Heater, Mystic Silver)","₹22,990.00",4.0 out of 5 stars,1 rating,In stock,amazon_washing machine_data
"IFB 6.5 Kg 5 Star Powered by AI with 9 Swirl Wash, Fully Automatic Front Load Washing Machine (ELENA GXN 6510, Steam Refresh Program with Eco Inverter, Grey)","₹25,990.00",4.1 out of 5 stars,"1,986 ratings",In stock,amazon_washing machine_data
"Voltas Beko, A Tata Product 8 Kg 5 Star Semi-automatic Top Load Washing Machine with Double Waterfall Technology (WTT80UHA/OK5I0I0W01, Blue, 5 Knob Control Method)","₹10,290.00",4.4 stars,9 ratings,In stock,amazon_washing machine_data
"Voltas Beko 14 Kg, 5 Star Semi-Automatic Top Load Twin Tub Washing Machine (Wtt140Agrt) Gray - Jumbo Series","₹14,150.00",4.3 stars,350 ratings,In stock,amazon_washing machine_data
"Godrej 6 Kg Eco-Wash With Steam Wash Fully-Automatic Front Load Washing Machine (WFEON ARG 6010 5.0, Silver Stream)","₹22,790.00",4.4 stars,124 ratings,In stock,amazon_washing machine_data
"LG 11 Kg 5 Star Wind Jet Dry Rat Away Technology Semi-Automatic Top Loading Washing Machine (P1155SKAZ, Roller Jet Pulsator, Punch + 3, Middle Black)","₹18,990.00",4.3 stars,"1,311 ratings",In stock,amazon_washing machine_data
"LG 8 Kg 5 Star Smart Inverter Technology TurboDrum Fully Automatic Top Loading Washing Machine (T80SKSF1Z, Smart Diagnosis, Digital Display, Middle Free Silver)","₹19,990.00",4.2 stars,"2,624 ratings",In stock,amazon_washing machine_data
"LG 9 Kg 5 Star Wi-Fi, Steam, Inverter Direct Drive Technology, 6 Motion DD, Fully-Automatic Front Load Washing Machine (FHB1209Z4W, Allergy Care, In-Built Heater, Touch Panel, Blue White)","₹34,490.00",4.2 stars,"4,102 ratings",Only 2 left in stock.,amazon_washing machine_data
"Whirlpool 7.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 7.5 GREY DAZZLE, Fast Drying)","₹10,990.00",4.2 out of 5 stars,"5,908 ratings",In stock,amazon_washing machine_data
